Sort	Tangraph	Unicode	LFW2008	LFW1997	Simple	Complex	Class	Rhyme	Tone	Subrhyme	Initial	Medial	Vowel	Cycle	Nasal/w	Prime	Grade	Variant	Notes
5041	𘛜	U+186DC	L5036	L5036	zi	1zi1	IX	8	1	8	z		i				I		
5042	𘟞	U+187DE	L5037	L5037	byr	1byr4	I	92	1	86	b		y	r			IV		
5043	𗑂	U+17442	L5038	L5038	vyr	2vyr1	II	90	2	76	v		y	r			I		
5044	𗓄	U+174C4	L5039	L5039	ngwe	2ngwe1	V	34	2	30	ng	w	e				I		
5045	𗓅	U+174C5	L5040	L5040	ka	2ka'2	V	23	2	20	k		a			'	II		
5046	𘖰	U+185B0	L5041	L5041	tshwa	1tshwa4	VI	20	1	20	tsh	w	a				IV		
5047	𗐲	U+17432	L5042	L5042	by	1by1	I	28	1	27	b		y				I		
5048	𗒍	U+1748D	L5043	L5043	dzwy	2dzwy4	VI	31	2	28	dz	w	y				IV		
5049	𗒉	U+17489	L5044	L5044	la	1la1	IX	17	1	17	l		a				I		
5050	𗑪	U+1746A	L5045	L5045	kwin	1kwin4	V	16	1	16	k	w	i		n		IV		
5051	𘖬	U+185AC	L5046	L5046	nu	1nu1	III	1	1	1	n		u				I		
5052	𘗀	U+185C0	L5047	L5047	nwy	4nwy1	III	28	4	?	n	w	y				I		
5053	𗒎	U+1748E	L5048	L5048	on	2on2	VIII	57	2	48	Ø		o		n		II		
5054	𗔀	U+17500	L5049	L5049	va	1va3	II	19	1	19	v		a				III		
5055	𗓡	U+174E1	L5050	L5050	rir	2rir4	IX	84	2	72	r		i	r			IV		
5056	𗒂	U+17482	L5051	L5051	na	1naq4	III	67	1	64	n		a	q			IV		
5057	𗓠	U+174E0	L5052	L5052	de	1deq4	III	64	1	61	d		e	q			IV		
5058	𘗤	U+185E4	L5053	L5053	tsyr	1tsyr'4	VI	100	1	92	ts		y	r		'	IV		
5059	𗑄	U+17444	L5054	L5054	chu	1chu3	VII	2	1	2	ch		u				III		
5060	𗑃	U+17443	L5055	L5055	chin	1chin3	VII	16	1	16	ch		i		n		III		
5061	𗒗	U+17497	L5056	L5056	khe	1khe4	V	37	1	36	kh		e				IV		
5062	𗒘	U+17498	L5057	L5057	ghe	1ghe2	VIII	35	1	34	gh		e				II		
5063	𗒙	U+17499	L5058	L5058	ghe	1ghe2	VIII	35	1	34	gh		e				II		
5064	𗑴	U+17474	L5059	L5059	lwan	1lwan1	IX	25	1	24	l	w	a		n		I		
5065	𗓋	U+174CB	L5060	L5060	ghe	1ghe2	VIII	35	1	34	gh		e				II		
5066	𗔎	U+1750E	L5061	L5061	ghe	1ghe2	VIII	35	1	34	gh		e				II		
5067	𗶭	U+17DAD	L5062	L5062	ghu	2ghu4	VIII	3	2	3	gh		u				IV		
5068	𘍏	U+1834F	L5063	L5063	tsi	1tsi1	VI	8	1	8	ts		i				I		
5069	𘁗	U+18057	L5064	L5064	za	2za1	IX	17	2	14	z		a				I		
5070	𘍴	U+18374	L5065	L5065	li	1liq3	IX	70	1	67	l		i	q			III		
5071	𗮄	U+17B84	L5066	L5066	phon	2phon1	I	56	2	47	ph		o		n		I		
5072	𘃤	U+180E4	L5067	L5067	vo	1vo3	II	53	1	51	v		o				III		
5073	𗕁	U+17541	L5068	L5068	chi	1chi3	VII	10	1	10	ch		i				III		
5074	𘁠	U+18060	L5069	L5069	a	0a?	VIII	?	0	?	Ø		a				?		
5075	𘁮	U+1806E	L5070	L5070	zy	1zyq4	IX	72	1	69	z		y	q			IV		
5076	𘃝	U+180DD	L5071	L5071	vi	1vi3	II	10	1	10	v		i				III		
5077	𘃨	U+180E8	L5072	L5072	ghyr	1ghyr4	VIII	92	1	86	gh		y	r			IV		
5078	𘍶	U+18376	L5073	L5073	ghwyr	1ghwyr1	VIII	90	1	84	gh	w	y	r			I		
5079	𘍷	U+18377	L5074	L5074	te	1teq4	III	64	1	61	t		e	q			IV		
5080	𗮌	U+17B8C	L5075	L5075	i	1i4	VIII	11	1	11	Ø		i				IV		
5081	𗮎	U+17B8E	L5076	L5076	jyr	1jyr'3	VII	100	1	92	j		y	r		'	III		
5082	𗮒	U+17B92	L5077	L5077	my	1my4	I	31	1	30	m		y				IV		
5083	𗮕	U+17B95	L5078	L5078	my	1my'4	I	33	1	32	m		y			'	IV		
5084	𘁭	U+1806D	L5079	L5079	ghwy	2ghwy1	VIII	28	2	25	gh	w	y				I		
5085	𘁰	U+18070	L5080	L5080	lwi	1lwiq3	IX	70	1	67	l	w	i	q			III		
5086	𘍼	U+1837C	L5081	L5081	vi	1vi1	II	8	1	8	v		i				I		
5087	𘍽	U+1837D	L5082	L5082	vi	1vi1	II	8	1	8	v		i				I		
5088	𘛲	U+186F2	L5083	L5083	gu	1gu'1	V	5	1	5	g		u			'	I		
5089	𗮃	U+17B83	L5084	L5084	tswi	1tswi4	VI	11	1	11	ts	w	i				IV		
5090	𘁨	U+18068	L5085	L5085	bu	1bu1	I	1	1	1	b		u				I		
5091	𘃧	U+180E7	L5086	L5086	go	1go'4	V	55	1	53	g		o			'	IV		
5092	𗭴	U+17B74	L5087	L5087	on	1on4	VIII	58	1	56	Ø		o		n		IV		
5093	𘌩	U+18329	L5088	L5088	chhwi	1chhwi3	VII	10	1	10	chh	w	i				III		
5094	𘌬	U+1832C	L5089	L5089	vy	2vyq3	II	72	2	61	v		y	q			III		
5095	𘌶	U+18336	L5090	L5090	tshi	2tshi1	VI	8	2	7	tsh		i				I		
5096	𘕜	U+1855C	L5091	L5091	ga	2ga4	V	20	2	17	g		a				IV		
5097	𘍊	U+1834A	L5092	L5092	tew	2tew'1	III	48	2	41	t		e		w	'	I		
5098	𘕹	U+18579	L5093	L5093	chhew	1chhew3	VII	46	1	45	chh		e		w		III		
5099	𘛡	U+186E1	L5094	L5094	ji	1jiq3	VII	70	1	67	j		i	q			III		
5100	𗭷	U+17B77	L5095	L5095	nir	1nir1	III	82	1	77	n		i	r			I		
5101	𘌻	U+1833B	L5096	L5096	phi	1phi1	I	8	1	8	ph		i				I		
5102	𘍒	U+18352	L5097	L5097	dzwe	1dzwe1	VI	34	1	33	dz	w	e				I		
5103	𘗜	U+185DC	L5098	L5098	ngon	2ngon2	V	57	2	48	ng		o		n		II		
5104	𗮞	U+17B9E	L5099	L5099	shwya	1shwya3	VII	105	1	97	sh	w	ya				III		
5105	𗮟	U+17B9F	L5100	L5100	tshwi	1tshwi1	VI	8	1	8	tsh	w	i				I		
5106	𗮨	U+17BA8	L5101	L5101	khi	2khi4	V	11	2	10	kh		i				IV		
5107	𗮳	U+17BB3	L5102	L5102	gur	1gur4	V	81	1	76	g		u	r			IV		
5108	𗮲	U+17BB2	L5103	L5103	ge	2geq4	V	64	2	54	g		e	q			IV		
5109	𗮩	U+17BA9	L5104	L5104	li	2liq3	IX	70	2	60	l		i	q			III		
5110	𗮺	U+17BBA	L5105	L5105	tsy	1tsyq1	VI	71	1	68	ts		y	q			I		
5111	𗯇	U+17BC7	L5106	L5106	le	1le'1	IX	38	1	37	l		e			'	I		
5112	𗮿	U+17BBF	L5107	L5107	kwy	1kwyq4	V	72	1	69	k	w	y	q			IV		
5113	𗮹	U+17BB9	L5108	L5108	so	2so4	VI	53	2	44	s		o				IV		
5114	𗯂	U+17BC2	L5109	L5109	ven	2ven2	II	42	2	36	v		e		n		II		
5115	𗯊	U+17BCA	L5110	L5110	khan	2khan4	V	27	2	24	kh		a		n		IV		
5116	𗯅	U+17BC5	L5111	L5111	swu	1swu1	VI	1	1	1	s	w	u				I		
5117	𗭿	U+17B7F	L5112	L5112	zwe	2zweq4	IX	64	2	54	z	w	e	q			IV		
5118	𘃡	U+180E1	L5113	L5113	vi	1vi3	II	10	1	10	v		i				III		
5119	𗮋	U+17B8B	L5114	L5114	kew	2kew2	V	45	2	39	k		e		w		II		
5120	𗮇	U+17B87	L5115	L5115	dir	1dir4	III	84	1	79	d		i	r			IV		
5121	𘁚	U+1805A	L5116	L5116	kwy	1kwy1	V	28	1	27	k	w	y				I		
5122	𘕏	U+1854F	L5117	L5117	gewr	2gewr4	V	94	2	79	g		e	r	w		IV		
5123	𘍧	U+18367	L5118	L5118	ma	1ma4	I	20	1	20	m		a				IV		
5124	𗭺	U+17B7A	L5119	L5119	pyr	1pyr4	I	92	1	86	p		y	r			IV		
5125	𗭼	U+17B7C	L5120	L5120	swew	1swew1	VI	44	1	43	s	w	e		w		I		
5126	𘃋	U+180CB	L5121	L5121	dzu	1dzu3	VI	2	1	2	dz		u				III		Grade III dz-!
5127	𘃩	U+180E9	L5122	L5122	chhwo	1chhwo3	VII	50	1	48	chh	w	o				III		
5128	𘍤	U+18364	L5123	L5123	bi	2bi1	I	8	2	7	b		i				I		
5129	𘌫	U+1832B	L5124	L5124	rar	2rar1	IX	85	2	73	r		a	r			I		
5130	𘌵	U+18335	L5125	L5125	shi	2shi'3	VII	14	2	12	sh		i			'	III		
5131	𘞩	U+187A9	L5126	L5126	lu	1lu'3	IX	7	1	7	l		u			'	III		
5132	𘕌	U+1854C	L5127	L5127	twu	2twuq1	III	61	2	51	t	w	u	q			I		
5133	𘛐	U+186D0	L5128	L5128	twu	1twuq1	III	61	1	58	t	w	u	q			I		
5134	𘌭	U+1832D	L5129	L5129	chwo	1chwo3	VII	50	1	48	ch	w	o				III		
5135	𘛥	U+186E5	L5130	L5130	rur	1rur4	IX	81	1	76	r		u	r			IV		
5136	𘗓	U+185D3	L5131	L5131	gwi	1gwi'4	V	14	1	14	g	w	i			'	IV		
5137	𘍚	U+1835A	L5132	L5132	pu	1pu'1	I	5	1	5	p		u			'	I		
5138	𗭵	U+17B75	L5133	L5133	rer	2rer4	IX	79	2	68	r		e	r			IV		
5139	𘎃	U+18383	L5134	L5134	vi	1vi1	II	8	1	8	v		i				I		
5140	𘛎	U+186CE	L5135	L5135	new	1new1	III	44	1	43	n		e		w		I		
5141	𘃊	U+180CA	L5136	L5136	y	2y4	VIII	31	2	28	Ø		y				IV		
5142	𘛳	U+186F3	L5137	L5137	la	2la1	IX	17	2	14	l		a				I		
5143	𘛴	U+186F4	L5138	L5138	gu	1gu'1	V	5	1	5	g		u			'	I		
5144	𘖃	U+18583	L5139	L5139	va	2vaq1	II	66	2	56	v		a	q			I		
5145	𘁫	U+1806B	L5140	L5140	ne	1ne'4	III	40	1	39	n		e			'	IV		
5146	𘌳	U+18333	L5141	L5141	vi	2vi1	II	8	2	7	v		i				I		
5147	𘍉	U+18349	L5142	L5142	kha	2kha2	V	18	2	15	kh		a				II		
5148	𘕛	U+1855B	L5143	L5143	ke	1ke2	V	35	1	34	k		e				II		
5149	𘋾	U+182FE	L5144	L5144	shon	1shon'2	VII	59	1	57	sh		o		n	'	II		
5150	𘍘	U+18358	L5145	L5145	ben	1ben1	I	41	1	40	b		e		n		I		
5151	𘗒	U+185D2	L5146	L5146	bu	2bu4	I	3	2	3	b		u				IV		
5152	𘋿	U+182FF	L5147	L5147	ne	2ne4	III	37	2	33	n		e				IV		
5153	𘕋	U+1854B	L5148	L5148	jar	2jar3	VII	87	2	74	j		a	r			III		
5154	𘃠	U+180E0	L5149	L5150	du	1du'1	III	5	1	5	d		u			'	I		different numbers in LFW 1997 and LFW 2008
5155	𗮐	U+17B90	L5150A	-	thu	1thu'1	III	5	1	5	th		u			'	I		
5156	𗮑	U+17B91	L5150B	L5149	thu	1thu'1	III	5	1	5	th		u			'	I		different numbers in LFW 1997 and LFW 2008
5157	𘌴	U+18334	L5151	L5151	hwen	1hwen2	VIII	42	1	41	h	w	e		n		II		
5158	𘌺	U+1833A	L5152	L5152	phi	1phi1	I	8	1	8	ph		i				I	L5096	
5159	𗔽	U+1753D	L5153	L5153	khwy	1khwy2	V	29	1	28	kh	w	y				II		
5160	𘍓	U+18353	L5154	L5154	khwy	2khwy4	V	31	2	28	kh	w	y				IV		
5161	𘁱	U+18071	L5155	L5155	ka	1kaq1	V	66	1	63	k		a	q			I		
5162	𘎧	U+183A7	L5156	L5156	va	1va1	II	17	1	17	v		a				I		
5163	𘎫	U+183AB	L5157	L5157	ki	1ki4	V	11	1	11	k		i				IV		
5164	𘏆	U+183C6	L5158	L5158	so	1soq4	VI	75	1	72	s		o	q			IV		
5165	𘏂	U+183C2	L5159	L5159	kwe	1kwe4	V	37	1	36	k	w	e				IV		
5166	𘎿	U+183BF	L5160	L5160	ky	2ky1	V	28	2	25	k		y				I		
5167	𘖄	U+18584	L5161	L5161	khy	1khy1	V	28	1	27	kh		y				I		
5168	𘖖	U+18596	L5162	L5162	my	1my4	I	31	1	30	m		y				IV		
5169	𘝪	U+1876A	L5163	L5163	jon	1jon3	VII	58	1	56	j		o		n		III		
5170	𘝙	U+18759	L5164	L5164	dzon	1dzon1	VI	56	1	54	dz		o		n		I		
5171	𗯩	U+17BE9	L5165	L5165	twu	1twuq1	III	61	1	58	t	w	u	q			I		
5172	𗯪	U+17BEA	L5166	L5166	tu	1tu4	III	3	1	3	t		u				IV		
5173	𗰆	U+17C06	L5167	L5167	lha	1lha4	IX	20	1	20	lh		a				IV		
5174	𘁇	U+18047	L5168	L5168	y	2y4	VIII	31	2	28	Ø		y				IV		
5175	𘎭	U+183AD	L5169	L5169	nwy	1nwyq4	III	72	1	69	n	w	y	q			IV		
5176	𘏈	U+183C8	L5170	L5170	va	1vaq1	II	66	1	63	v		a	q			I		
5177	𘏋	U+183CB	L5171	L5171	sy	1sy1	VI	28	1	27	s		y				I		
5178	𘑉	U+18449	L5172	L5172	khu	2khu'1	V	5	2	5	kh		u			'	I		
5179	𘖗	U+18597	L5173	L5173	jy	0jyq3	VII	72	0	?	j		y	q			III		
5180	𗯡	U+17BE1	L5174	L5174	le	2le1	IX	34	2	30	l		e				I	L5834	
5181	𘁆	U+18046	L5175	L5175	khan	2khan4	V	27	2	24	kh		a		n		IV		
5182	𗰁	U+17C01	L5176	L5176	jon	2jon'3	VII	60	2	50	j		o		n	'	III		
5183	𘏢	U+183E2	L5177	L5177	kwen	2kwenq4	V	65	2	55	k	w	e	q	n		IV		
5184	𘐚	U+1841A	L5178	L5178	shwy	1shwy'3	VII	33	1	32	sh	w	y			'	III		
5185	𘛻	U+186FB	L5179	L5179	di	1di'4	III	14	1	14	d		i			'	IV		
5186	𘁊	U+1804A	L5180	L5180	lhi	2lhiq4	IX	70	2	60	lh		i	q			IV		
5187	𗰊	U+17C0A	L5181	L5181	tsar	1tsar1	VI	85	1	80	ts		a	r			I		
5188	𘋪	U+182EA	L5182	L5182	tyr	1tyr4	III	92	1	86	t		y	r			IV		
5189	𘏦	U+183E6	L5183	L5183	ten	1tenq4	III	65	1	62	t		e	q	n		IV		
5190	𘐕	U+18415	L5184	L5184	chew	2chew3	VII	46	2	40	ch		e		w		III		
5191	𗯼	U+17BFC	L5185	L5185	ja	1ja'3	VII	21	1	21	j		a			'	III		
5192	𗰃	U+17C03	L5186	L5186	tshy	2tshy4	VI	31	2	28	tsh		y				IV		
5193	𗰄	U+17C04	L5187	L5187	gwe	1gwe4	V	37	1	36	g	w	e				IV		
5194	𘑈	U+18448	L5188	L5188	ka	1ka2	V	18	1	18	k		a				II		
5195	𘋰	U+182F0	L5189	L5189	bo	2boq1	I	73	2	62	b		o	q			I		
5196	𘋵	U+182F5	L5190	L5190	bo	2boq1	I	73	2	62	b		o	q			I		
5197	𘃖	U+180D6	L5191	L5191	zar	2zar1	IX	85	2	73	z		a	r			I		
5198	𘐂	U+18402	L5192	L5192	nwy	2nwyq4	III	72	2	61	n	w	y	q			IV		
5199	𘖐	U+18590	L5193	L5193	my	2my4	I	31	2	28	m		y				IV		
5200	𘖂	U+18582	L5194	L5194	ngewr	2ngewr1	V	93	2	78	ng		e	r	w		I		
5201	𘋖	U+182D6	L5195	L5195	khe	1khe4	V	37	1	36	kh		e				IV		
5202	𘛧	U+186E7	L5196	L5196	len	2len3	IX	43	2	37	l		e		n		III		
5203	𗯠	U+17BE0	L5197	L5197	khwu	2khwuq1	V	61	2	51	kh	w	u	q			I	L5841	
5204	𗯥	U+17BE5	L5198	L5198	lhe	2lhe1	IX	34	2	30	lh		e				I		
5205	𘏄	U+183C4	L5199	L5199	ti	1tiq4	III	70	1	67	t		i	q			IV		
5206	𘂂	U+18082	L5200	L5200	nwy	1nwy4	III	31	1	30	n	w	y				IV		
5207	𘋚	U+182DA	L5201	L5201	dzu	2dzu1	VI	1	2	1	dz		u				I		
5208	𘛚	U+186DA	L5202	L5202	ne	2neq2	III	63	2	53	n		e	q			II		
5209	𘟬	U+187EC	L5203	L5203	vi	1viq3	II	70	1	67	v		i	q			III		
5210	𘎜	U+1839C	L5204	L5204	ta	2taq1	III	66	2	56	t		a	q			I		
5211	𘟫	U+187EB	L5205	L5205	gha	1ghaq1	VIII	66	1	63	gh		a	q			I		
5212	𘐲	U+18432	L5206	L5206	lho	2lhoq4	IX	75	2	64	lh		o	q			IV		
5213	𘂹	U+180B9	L5207	L5207	ne	2ne4	III	37	2	33	n		e				IV		
5214	𘐅	U+18405	L5208	L5208	gi	1gi'2	V	13	1	13	g		i			'	II		
5215	𘑇	U+18447	L5209	L5209	i	2iq4	VIII	70	2	60	Ø		i	q			IV		
5216	𘛞	U+186DE	L5210	L5210	mo	2mo1	I	51	2	42	m		o				I		
5217	𘛷	U+186F7	L5211	L5211	ryr	2ryr4	IX	92	2	77	r		y	r			IV		
5218	𘎮	U+183AE	L5212	L5212	pi	1piq4	I	70	1	67	p		i	q			IV		
5219	𘑂	U+18442	L5213	L5213	lho	2lhoq4	IX	75	2	64	lh		o	q			IV		
5220	𘋒	U+182D2	L5214	L5214	gy	1gy'4	V	33	1	32	g		y			'	IV		
5221	𘂫	U+180AB	L5215	L5215	vy	1vyq3	II	72	1	69	v		y	q			III		
5222	𘐁	U+18401	L5216	L5216	lu	2lu4	IX	3	2	3	l		u				IV		Grade IV l-!
5223	𘐘	U+18418	L5217	L5217	ku	1ku'1	V	5	1	5	k		u			'	I		
5224	𘏉	U+183C9	L5218	L5218	chhwo	1chhwo3	VII	50	1	48	chh	w	o				III		
5225	𘝫	U+1876B	L5219	L5219	?	0???	IX	?	0	?	?		?				?		
5226	𘎰	U+183B0	L5220	L5220	do	1do'4	III	55	1	53	d		o			'	IV		
5227	𘏤	U+183E4	L5221	L5221	lyr	1lyr'3	IX	100	1	92	l		y	r		'	III		
5228	𘍨	U+18368	L5222	L5222	hi	1hi4	VIII	11	1	11	h		i				IV		
5229	𘛶	U+186F6	L5223	L5223	chyr	2chyr'3	VII	100	2	85	ch		y	r		'	III		
5230	𘎓	U+18393	L5224	L5224	lu	1luq1	IX	61	1	58	l		u	q			I		
5231	𘂁	U+18081	L5225	L5225	shew	2shew2	VII	45	2	39	sh		e		w		II		
5232	𘐄	U+18404	L5226	L5226	lhwa	0lhwa1	IX	17	0	?	lh	w	a				I		
5233	𘋛	U+182DB	L5227	L5227	ben	1ben4	I	43	1	42	b		e		n		IV		
5234	𘃈	U+180C8	L5228	L5228	lin	0lin1	IX	15	0	?	l		i		n		I		
5235	𘐹	U+18439	L5229	L5229	phi	2phi2	I	9	2	8	ph		i				II		
5236	𘖔	U+18594	L5230	L5230	shwa	2shwa2	VII	18	2	15	sh	w	a				II		
5237	𘑊	U+1844A	L5231	L5231	khu	2khu'1	V	5	2	5	kh		u			'	I	L5172	
5238	𘖘	U+18598	L5232	L5232	jy	0jyq3	VII	72	0	?	j		y	q			III	L5173	
5239	𘐀	U+18400	L5233	L5233	phy	1phy1	I	28	1	27	ph		y				I		
5240	𘍭	U+1836D	L5234	L5234	swi	2swi4	VI	11	2	10	s	w	i				IV		
5241	𘋴	U+182F4	L5235	L5235	en	2en4	VIII	43	2	37	Ø		e		n		IV		
5242	𘎯	U+183AF	L5236	L5236	kar	2kar'4	V	89	2	75	k		a	r		'	IV		
5243	𘎱	U+183B1	L5237	L5237	chwe	1chwe3	VII	36	1	35	ch	w	e				III		
5244	𗰉	U+17C09	L5238	L5238	lhon	1lhon4	IX	58	1	56	lh		o		n		IV		
5245	𗯫	U+17BEB	L5239	L5239	lo	2loq3	IX	75	2	64	l		o	q			III		
5246	𗯻	U+17BFB	L5240	L5240	ja	1ja'3	VII	21	1	21	j		a			'	III		
5247	𘎬	U+183AC	L5241	L5241	kwi	2kwiq4	V	70	2	60	k	w	i	q			IV		
5248	𘎘	U+18398	L5242	L5242	li	1li'3	IX	14	1	14	l		i			'	III		
5249	𘂀	U+18080	L5243	L5243	se	2se4	VI	37	2	33	s		e				IV		
5250	𘋸	U+182F8	L5244	L5244	bo	2boq1	I	73	2	62	b		o	q			I		
5251	𘐪	U+1842A	L5245	L5245	chy	1chy3	VII	30	1	29	ch		y				III		
5252	𘏃	U+183C3	L5246	L5246	ky	1kyq1	V	71	1	68	k		y	q			I		
5253	𘏡	U+183E1	L5247	L5247	khe	1khe'2	V	39	1	38	kh		e			'	II		
5254	𘍫	U+1836B	L5248	L5248	khwi	1khwi2	V	9	1	9	kh	w	i				II		
5255	𘖙	U+18599	L5249	L5249	no	2no1	III	51	2	42	n		o				I		
5256	𘕧	U+18567	L5250	L5250	da	2da'1	III	22	2	19	d		a			'	I		
5257	𘗢	U+185E2	L5251	L5251	gha	1gha1	VIII	17	1	17	gh		a				I		
5258	𘗝	U+185DD	L5252	L5252	lu	1luq1	IX	61	1	58	l		u	q			I		
5259	𘕪	U+1856A	L5253	L5253	ghew	1ghew1	VIII	44	1	43	gh		e		w		I		
5260	𘁸	U+18078	L5254	L5254	thy	1thyq1	III	71	1	68	th		y	q			I		
5261	𘗥	U+185E5	L5255	L5255	jy	1jy2	VII	29	1	28	j		y				II		
5262	𗭶	U+17B76	L5256	L5256	go	2go4	V	53	2	44	g		o				IV		
5263	𘌨	U+18328	L5257	L5257	la	2laq3	IX	67	2	57	l		a	q			III		
5264	𘍞	U+1835E	L5258	L5258	o	1oq2	VIII	74	1	71	Ø		o	q			II		
5265	𘛫	U+186EB	L5259	L5259	lew	1lew3	IX	46	1	45	l		e		w		III		
5266	𗮍	U+17B8D	L5260	L5260	dzi	2dzi4	VI	11	2	10	dz		i				IV		
5267	𘃫	U+180EB	L5261	L5261	kwy	1kwyq1	V	71	1	68	k	w	y	q			I		
5268	𘛒	U+186D2	L5262	L5262	ngewr	1ngewr1	V	93	1	87	ng		e	r	w		I		
5269	𘍇	U+18347	L5263	L5263	gwar	1gwar4	V	87	1	82	g	w	a	r			IV		
5270	𘛢	U+186E2	L5264	L5264	mer	1mer4	I	79	1	74	m		e	r			IV		
5271	𘌮	U+1832E	L5265	L5265	kha	2kha2	V	18	2	15	kh		a				II		
5272	𘍌	U+1834C	L5266	L5266	phi	1phi1	I	8	1	8	ph		i				I		
5273	𘍑	U+18351	L5267	L5267	len	1len3	IX	43	1	42	l		e		n		III		
5274	𗮤	U+17BA4	L5268	L5268	thu	2thu1	III	1	2	1	th		u				I		
5275	𗮬	U+17BAC	L5269	L5269	ly	2ly'3	IX	33	2	29	l		y			'	III		
5276	𗯏	U+17BCF	L5270	L5270	by	1by'1	I	32	1	31	b		y			'	I		
5277	𗮠	U+17BA0	L5271	L5271	li	2liq3	IX	70	2	60	l		i	q			III		
5278	𗮫	U+17BAB	L5272	L5272	chhy	2chhy3	VII	30	2	27	chh		y				III		
5279	𗮰	U+17BB0	L5273	L5273	si	2si4	VI	11	2	10	s		i				IV		
5280	𗮸	U+17BB8	L5274	L5274	py	1pyq1	I	71	1	68	p		y	q			I		
5281	𗮾	U+17BBE	L5275	L5275	nir	2nir1	III	82	2	71	n		i	r			I		
5282	𗯃	U+17BC3	L5276	L5276	rur	2rur4	IX	81	2	70	r		u	r			IV		
5283	𗯀	U+17BC0	L5277	L5277	shew	2shew3	VII	46	2	40	sh		e		w		III		
5284	𗮻	U+17BBB	L5278	L5278	bu	1bu3	I	2	1	2	b		u				III		
5285	𗯉	U+17BC9	L5279	L5279	ly	2ly'3	IX	33	2	29	l		y			'	III		
5286	𘕮	U+1856E	L5280	L5280	hy	1hy4	VIII	31	1	30	h		y				IV		
5287	𘕯	U+1856F	L5281	L5281	hi	1hi4	VIII	11	1	11	h		i				IV		
5288	𘕬	U+1856C	L5282	L5282	bi	1bi4	I	11	1	11	b		i				IV		
5289	𗭽	U+17B7D	L5283	L5283	di	2diq1	III	68	2	58	d		i	q			I		
5290	𘁘	U+18058	L5284	L5284	kwy	1kwy1	V	28	1	27	k	w	y				I		
5291	𘃞	U+180DE	L5285	L5285	ly	1ly3	IX	30	1	29	l		y				III		
5292	𘍵	U+18375	L5286	L5286	vi	1vi1	II	8	1	8	v		i				I		
5293	𘖅	U+18585	L5287	L5287	vi	1vi1	II	8	1	8	v		i				I		
5294	𘛮	U+186EE	L5288	L5288	khe	2khe4	V	37	2	33	kh		e				IV		
5295	𘁵	U+18075	L5289	L5289	tse	2tse4	VI	37	2	33	ts		e				IV		
5296	𘍹	U+18379	L5290	L5290	vi	1vi1	II	8	1	8	v		i				I		
5297	𗮓	U+17B93	L5291	L5291	ly	2ly'3	IX	33	2	29	l		y			'	III		
5298	𘁶	U+18076	L5292	L5292	dzy	1dzy4	VI	31	1	30	dz		y				IV		
5299	𗮉	U+17B89	L5293	L5293	li	2li'3	IX	14	2	12	l		i			'	III		
5300	𗕀	U+17540	L5294	L5294	o	2o1	VIII	51	2	42	Ø		o				I		
5301	𗭲	U+17B72	L5295	L5295	thu	2thu1	III	1	2	1	th		u				I		
5302	𘌯	U+1832F	L5296	L5296	chhen	1chhen3	VII	43	1	42	chh		e		n		III		
5303	𘋺	U+182FA	L5297	L5297	shon	1shon'2	VII	59	1	57	sh		o		n	'	II		
5304	𘃍	U+180CD	L5298	L5298	no	1no'1	III	54	1	52	n		o			'	I		
5305	𘎢	U+183A2	L5299	L5299	ta	1ta1	III	17	1	17	t		a				I		
5306	𘎤	U+183A4	L5300	L5300	ty	1ty4	III	31	1	30	t		y				IV		
5307	𘋏	U+182CF	L5301	L5301	ne	2ne1	III	34	2	30	n		e				I		
5308	𘐳	U+18433	L5302	L5302	?	0???	IX	?	0	?	?		?				?		
5309	𘂶	U+180B6	L5303	L5303	vi	1viq3	II	70	1	67	v		i	q			III		
5310	𘏀	U+183C0	L5304	L5304	de	1deq4	III	64	1	61	d		e	q			IV		
5311	𘛟	U+186DF	L5305	L5305	ve	2ve3	II	36	2	32	v		e				III		
5312	𘋨	U+182E8	L5306	L5306	dzwy	1dzwy4	VI	31	1	30	dz	w	y				IV		
5313	𘏐	U+183D0	L5307	L5307	ghwi	1ghwi2	VIII	9	1	9	gh	w	i				II		
5314	𘎶	U+183B6	L5308	L5308	kwy	2kwy1	V	28	2	25	k	w	y				I		
5315	𘟝	U+187DD	L5309	L5309	o	1o1	VIII	51	1	49	Ø		o				I		
5316	𘁍	U+1804D	L5310	L5310	lwy	1lwyq3	IX	72	1	69	l	w	y	q			III		
5317	𘍲	U+18372	L5311	L5311	chha	1chha2	VII	18	1	18	chh		a				II		
5318	𘐰	U+18430	L5312	L5312	kwy	1kwy2	V	29	1	28	k	w	y				II		
5319	𘎴	U+183B4	L5313	L5313	ka	1kaq1	V	66	1	63	k		a	q			I		
5320	𘁂	U+18042	L5314	L5314	a	2a4	VIII	20	2	17	Ø		a				IV		
5321	𘁻	U+1807B	L5315	L5315	shwi	2shwi'3	VII	14	2	12	sh	w	i			'	III		
5322	𘃒	U+180D2	L5316	L5316	dzew	2dzew4	VI	46	2	40	dz		e		w		IV		
5323	𘏏	U+183CF	L5317	L5317	ty	1ty4	III	31	1	30	t		y				IV		
5324	𘏯	U+183EF	L5318	L5318	shi	2shi'3	VII	14	2	12	sh		i			'	III		
5325	𘛛	U+186DB	L5319	L5319	ten	1ten4	III	43	1	42	t		e		n		IV		
